timestamp, data1
11:56:50,1.000
11:56:50,2.000
11:56:51,3.000
11:56:51,4.000
11:56:51,5.000
11:56:51,6.000
11:56:52,7.000
11:56:52,8.000
11:56:52,9.000
11:56:52,10.000
11:56:53,11.000
11:56:53,12.000
11:56:53,13.000
11:56:53,14.000
11:56:54,15.000
11:56:54,16.000
11:56:54,17.000
11:56:54,18.000
11:56:55,19.000
11:56:55,20.000
11:56:55,21.000
11:56:55,22.000
11:56:56,23.000
11:56:56,24.000
11:56:56,25.000
11:56:56,26.000
11:56:57,27.000
11:56:57,28.000
11:56:57,29.000
11:56:57,30.000
11:56:58,31.000
11:56:58,32.000
11:56:58,33.000
11:56:58,34.000
11:56:59,35.000
11:56:59,36.000
11:56:59,37.000
11:56:59,38.000
11:57:00,39.000
11:57:00,40.000
11:57:00,41.000
11:57:00,42.000
11:57:01,43.000
11:57:01,44.000
