timestamp, data1
11:48:28,1.000
11:48:28,2.000
11:48:29,3.000
11:48:29,4.000
11:48:29,5.000
11:48:29,6.000
11:48:30,7.000
11:48:30,8.000
11:48:30,9.000
11:48:30,10.000
11:48:31,11.000
11:48:31,12.000
11:48:31,13.000
11:48:31,14.000
11:48:32,15.000
11:48:32,16.000
11:48:32,17.000
11:48:32,18.000
11:48:33,19.000
11:48:33,20.000
11:48:33,21.000
11:48:33,22.000
11:48:34,23.000
11:48:34,24.000
11:48:34,25.000
11:48:34,26.000
11:48:35,27.000
11:48:35,28.000
11:48:35,29.000
11:48:35,30.000
11:48:36,31.000
11:48:36,32.000
11:48:36,33.000
11:48:36,34.000
11:48:37,35.000
11:48:37,36.000
